date,mean_temperature,max_temperature,min_temperature,mean_relative_humidity,max_relative_humidity,mean_wind_speed,max_wind_speed,max_wind_gust,precipitation_sum,mean_vpd,max_vpd,mean_cloud_cover,mean_dew_point,mean_apparent_temperature,max_apparent_temperature,min_apparent_temperature
2000-01-27,25.004166666666666,30.9,19.6,54.0,80.0,8.316666666666666,12.6,31.3,0.0,1.61125,3.02,81.79166666666667,14.295833333333334,25.508333333333336,31.2,20.9
2000-01-28,25.7625,31.5,19.0,55.270833333333336,85.0,8.133333333333333,19.0,28.1,26.6,2.8487500000000003,31.6,32.8175,14.966666666666667,26.558333333333334,31.6,20.5
2000-01-29,26.745833333333334,32.7,21.3,57.333333333333336,81.0,7.095833333333334,11.4,27.0,0.0,1.6725,3.34,23.5,16.733333333333334,28.275000000000002,32.8,23.9
2000-01-30,26.474999999999998,32.8,20.6,43.36666666666667,88.0,8.170833333333333,20.6,32.4,26.3,3.4112500000000003,32.5,5.4312499999999995,11.2875,26.306250000000002,32.5,21.1
2000-01-31,25.295833333333334,31.9,19.2,41.204166666666666,70.0,7.608333333333333,19.2,28.4,24.6,3.3058333333333336,31.3,6.870833333333334,9.5375,24.566666666666666,31.3,19.4
2000-02-01,24.77916666666667,31.4,18.5,43.80833333333334,71.0,7.329166666666667,18.5,24.8,24.2,3.1616666666666666,31.0,35.79833333333333,9.770833333333334,24.195833333333336,31.0,19.0
2000-02-02,25.40833333333333,31.7,18.6,51.291666666666664,75.0,5.491666666666667,10.7,24.1,0.0,1.7558333333333334,3.45,81.25,13.616666666666667,26.204166666666666,32.5,19.8
2000-02-03,27.245833333333334,32.2,20.7,59.84166666666667,87.0,9.516666666666667,20.7,28.8,28.9,2.8608333333333333,33.5,95.48458333333333,17.816666666666666,28.90625,33.5,22.4
2000-02-04,25.995833333333334,30.5,23.3,72.64583333333333,87.0,6.179166666666667,23.3,28.8,30.4,2.2783333333333333,33.7,84.405,20.083333333333332,29.420833333333334,33.7,27.0
2000-02-05,27.333333333333332,32.3,22.6,68.04166666666667,91.0,7.416666666666667,12.5,24.5,0.30000000000000004,1.3025,2.7,59.125,20.345833333333335,30.458333333333332,35.2,26.7
2000-02-06,26.583333333333332,32.4,22.9,72.43333333333334,92.0,6.079166666666667,22.9,26.5,32.1,2.5129166666666665,36.8,61.9125,20.341666666666665,30.304166666666664,36.8,26.5
2000-02-07,27.099999999999998,32.2,23.2,68.91666666666667,92.0,4.245833333333334,6.8,20.5,0.3,1.2291666666666667,2.56,37.541666666666664,20.462500000000002,30.729166666666668,36.3,27.2
2000-02-08,26.954166666666666,31.5,22.1,70.33333333333333,96.0,7.004166666666666,11.7,26.6,2.4,1.1558333333333333,2.22,81.625,20.729166666666668,30.308333333333334,35.2,25.9
2000-02-09,26.1875,30.9,21.9,72.125,96.0,5.808333333333334,9.4,24.1,0.4,1.0466666666666666,2.25,78.66666666666667,20.383333333333333,29.5125,34.8,25.8
2000-02-10,27.391666666666666,31.5,23.1,64.3125,91.0,7.45,23.1,29.2,30.3,2.7604166666666665,35.2,55.51791666666667,19.170833333333334,30.23125,35.2,26.7
2000-02-11,27.0125,31.8,22.5,66.325,93.0,7.2250000000000005,22.5,26.3,30.2,2.6470833333333332,34.9,61.2075,19.3625,29.958333333333332,34.9,26.1
2000-02-12,27.650000000000002,32.3,22.9,59.72083333333333,88.0,8.262500000000001,22.9,28.4,30.4,2.9829166666666667,35.0,49.82875000000001,18.0,29.879166666666666,35.0,26.2
2000-02-13,27.016666666666666,33.4,20.6,56.5,90.0,9.008333333333333,14.0,31.0,0.0,1.7695833333333333,3.63,21.625,16.366666666666667,28.34166666666667,34.7,23.1
2000-02-14,26.1375,32.6,19.9,54.125,91.0,8.258333333333333,12.0,31.0,0.0,1.7870833333333334,3.69,37.375,14.645833333333334,26.97083333333333,32.8,22.3
2000-02-15,26.183333333333334,32.2,21.1,51.416666666666664,80.0,7.770833333333333,12.1,30.2,0.0,1.8133333333333335,3.38,83.45833333333333,14.504166666666668,26.866666666666664,32.6,22.5
2000-02-16,26.895833333333332,32.5,20.8,48.104166666666664,74.0,7.566666666666666,20.8,26.6,27.5,3.2783333333333338,33.2,82.26083333333334,13.795833333333334,27.43958333333333,33.2,22.3
